"","(Intercept)","Year","CC9_Households","CC10_Household_Size","CC11_Population_Estimate","CC12_Total_Population","B14__declared_legal_protected","B14__undeclared_illegal_unprotected","B14__resettled","Eviction_Threats","EE2A_Current_Eviction_Threat","EE2B_Current_Eviction_Seriousnesshigh","EE2B_Current_Eviction_Seriousnesslow","EE2B_Current_Eviction_Seriousnessmedium","EE2B_Current_Eviction_Seriousnessnone","C13__few_rent","C13__less_half_rent","C13__half_rent","C13__most_rent","C13__no_rent","FF1_8_Water_Sourcesindividual_taps","FF1_8_Water_Sourcesshared_taps","FF1_8_Water_Sourcescommunity_taps","FF1_8_Water_Sourceswells","FF1_8_Water_Sourcesdams","FF1_8_Water_Sourcessprings","`FF6_Supply_(private=1,municipality=0)_springs`","FF1_8_Water_Sourcesrivers","FF1_8_Water_Sourceswater_tankers","FF1_8_Water_Sourceswater_kiosk","FF11_Water_MonthlyCost","FF12_Water_CollectionTime10_minutes","FF12_Water_CollectionTime15_minutes","FF12_Water_CollectionTime30_minutes","FF12_Water_CollectionTime30_minutes_to_1_hour","FF12_Water_CollectionTime5_minutes","FF12_Water_CollectionTimemore_than_1_hour","FF13_Water_Fetchanimal","FF13_Water_Fetchmotorized_transport","FF13_Water_Fetchother","FF13_Water_Fetchwalk","FF13_Water_Fetchwheel_barrow","FF14_Water_HoursPerDay","`FF15_Main_Water_Line_(yes=1, no=0)`","GG1_Sewer_Line","GG2_Sewer_Connected","GG4_Toilets_Pay_Amount","GG7_10_Toilet_Typesindividual_toilets","GG7_Managermunicipality","GG7_Managerother","GG7_Managerprivate","GG7_Managerprivate_group","GG7_Managerprivate_individual","GG7_10_Toilet_Typesshared_toilets","GG7_10_Toilet_Typescommunal_toilets","GG9_Managercommunity","GG9_Managermunicipality","GG9_Managerother","GG9_Managerprivate","GG9_Managerprivate_individual","GG7_10_Toilet_Typespublic_toilets","GG10_Managercommunity","GG10_Managermunicipality","GG10_Managerother","GG10_Managerprivate","GG10_Managerprivate_group","GG10_Managerprivate_individual","GG11_Toilet_AverageWait10_minutes","GG11_Toilet_AverageWait15_minutes","GG11_Toilet_AverageWait30_minutes","GG11_Toilet_AverageWait5_minutes","DD1_Location_Problemscanal","DD1_Location_Problemsslope","DD1_Location_Problemsflood_prone_area","DD1_Location_Problemsgarbage_dump","DD1_Location_Problemsroad_side","DD1_Location_Problemsopen_drains","DD1_Location_Problemswater_body","DD1_Location_Problemsrailway_track","DD1_Location_Problemsmine_dump","DD1_Location_Problemssinking_soil","DD1_Location_Problemsindustrial_hazards","DD1_Location_Problemsunder_power_lines","DD1_Location_Problemsother","DD2_Location_Dangerous","JJ1_Electricity_Availableno","JJ1_Electricity_Availableyes","Y_train"
"441",1,1980,1500,19,512,466,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,30000,1,0,0,0,0,0,0,0,0,1,0,24,1,1,1,17,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0.206896551724138
"447",1,1993,5070,19,316,80,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,30000,0,1,0,0,0,0,0,0,0,1,0,24,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4e-04
"59",1,1905,200,15,605,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,270,0,0,0,0,1,0,0,0,0,1,0,24,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0.864197530864197
"227",1,1930,1200,15,375,332,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,18000,0,1,0,0,0,0,0,0,0,1,0,20,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0.3
"393",1,1981,2120,15,501,453,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,15000,1,0,0,0,0,0,1,0,0,0,0,10,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0.0597014925373134
"241",1,1847,566,20,311,484,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,450,0,1,0,0,0,0,0,0,0,0,1,12,0,1,0,22,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0.321428571428571
"166",1,1963,200,15,605,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,5000,0,0,0,0,1,0,0,0,0,1,0,15,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0.1
"265",1,2009,1262,16,443,394,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,45000,0,0,0,0,1,0,0,0,0,1,0,24,1,0,1,17,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0
"131",1,1954,500,21,348,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,45,0,0,0,0,0,0,0,0,0,1,0,24,1,0,0,38,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0.330645161290323
"125",1,1968,448,19,201,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,300,0,0,1,0,0,0,0,0,0,1,0,24,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0.780821917808219
"90",1,1990,8757,11,146,150,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,750,0,0,0,0,1,0,0,0,0,1,0,24,1,1,1,32,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0.983590253605172
"442",1,1993,9000,16,388,345,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,60000,0,0,0,0,1,0,0,0,0,1,0,16,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0.0101052631578947
"397",1,1983,4399,19,249,131,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,30000,0,0,0,0,1,0,0,0,0,1,0,12,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
"419",1,1945,4200,16,213,197,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,20000,0,1,0,0,0,0,0,0,0,1,0,12,1,0,0,22,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0.0909090909090909
"37",1,1985,493,16,193,183,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,450,0,0,0,0,0,0,0,0,0,1,0,6,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,0.995433789954338
"57",1,1970,6165,19,342,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,450,0,1,0,0,0,0,0,0,0,1,0,12,1,1,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,1,0.986893840104849
"522",1,1819,5000,16,241,412,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,15,0,1,0,0,0,0,0,0,0,1,0,24,1,0,0,14,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0
"247",1,1971,1096,14,279,249,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,21000,0,0,0,0,1,0,0,0,0,1,0,3,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0.0644490644490645
"354",1,1949,8000,10,107,101,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,15000,0,1,0,0,0,0,0,0,0,1,0,6,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.670510708401977
"267",1,2009,850,11,34,35,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,60000,0,0,0,0,1,0,0,0,0,1,0,24,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0.0105263157894737
"292",1,1999,1475,16,477,427,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,30000,0,0,0,0,1,0,0,0,0,1,0,24,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0
"206",1,1958,800,15,275,245,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,30000,0,0,0,0,1,0,0,0,0,1,0,24,1,1,1,22,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0.230769230769231
"260",1,1950,5000,19,314,280,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,12000,0,0,0,0,1,0,0,0,0,1,0,22,1,0,0,22,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0.75609756097561
"323",1,1980,3369,22,315,79,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,45000,0,0,0,0,1,0,0,0,0,1,0,9,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0.313893653516295
"308",1,1999,1147,20,498,448,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,30000,0,0,0,0,1,0,0,0,0,1,0,24,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0.00136798905608755
"383",1,1879,10000,16,422,379,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,30000,0,0,0,0,1,0,0,0,0,1,0,10,1,0,0,7,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0.3
"171",1,1970,500,19,268,237,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,20000,0,0,0,0,1,0,0,0,0,1,0,24,1,0,0,40,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.2
"121",1,1950,1700,14,398,332,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,6000,0,1,0,0,0,0,0,0,0,1,0,24,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0.444444444444444
"450",1,1986,9000,16,388,345,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,30000,0,0,0,0,1,0,0,0,0,1,0,6,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.15
"5",1,1905,128,19,603,553,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1
"71",1,1998,888,15,294,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,750,1,0,0,0,0,0,0,0,0,1,0,5,0,1,0,32,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.952853598014888
"456",1,1970,1971,20,104,99,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,50000,0,0,1,0,0,0,0,0,0,0,0,24,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
"89",1,1950,374,15,24,22,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,500,0,0,1,0,0,0,0,0,0,0,0,6,0,1,0,6,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0.772413793103448
"92",1,1960,835,19,396,353,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,450,0,0,0,0,1,0,0,0,0,1,0,24,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0.910714285714286
"30",1,1905,600,16,268,237,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,300,0,0,0,0,1,0,0,0,0,1,0,24,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,1
"94",1,2006,1600,16,497,326,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,30000,0,0,1,0,0,0,0,0,0,1,0,12,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.6
"278",1,1969,450,11,613,561,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,130000,0,1,0,0,0,0,0,0,0,1,0,24,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
"321",1,1960,9000,19,426,117,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,11,0,0,0,0,0,1,0,0,0,1,0,24,1,0,0,21,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.111111111111111
"188",1,1940,1502,15,435,389,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,25000,0,0,0,1,0,0,0,0,0,1,0,12,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.481651376146789
"146",1,1955,8000,7,534,194,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,50,0,0,0,0,1,0,0,1,0,0,0,24,1,0,0,16,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"93",1,1982,300,16,25,12,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,36000,0,0,0,0,0,0,0,0,0,1,0,24,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6
"42",1,1905,875,15,292,260,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1200,1,0,0,0,0,0,0,0,0,1,0,24,0,1,1,32,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0.992619926199262
"376",1,1999,1220,19,476,425,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,24000,1,0,0,0,0,0,0,0,0,1,0,24,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0314218381775334
"213",1,1985,1662,16,500,452,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,2500,0,0,1,0,0,0,0,0,0,0,1,8,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0.418772563176895
"81",1,1985,787,11,29,32,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,750,0,1,0,0,0,0,0,0,0,0,0,8,1,1,1,35,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0.817610062893082
"165",1,1980,2882,11,415,320,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,600,1,0,0,0,0,0,0,0,0,1,0,8,1,1,0,32,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.816298342541437
"371",1,1982,11035,19,465,418,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,5000,0,0,0,0,1,0,0,0,0,0,0,24,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"185",1,1972,2245,16,73,69,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,450,0,0,0,0,1,0,0,0,0,1,0,24,1,0,0,32,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.817543859649123
"130",1,1954,500,21,348,305,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,45,1,0,0,0,0,0,0,0,0,1,0,2,1,0,0,5,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.330645161290323
"238",1,1952,643,19,306,351,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,300,0,1,0,0,0,0,0,0,0,1,0,8,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.154811715481172
"137",1,1987,250,20,36,548,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,60000,1,0,0,0,0,0,0,0,0,1,0,24,1,0,0,40,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2
"367",1,1914,6000,22,426,381,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,50000,0,0,1,0,0,0,0,0,0,1,0,12,1,0,0,17,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0.699868938401048
"194",1,1974,273,20,41,41,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,2000,1,0,0,0,0,0,0,0,0,1,0,2,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.072463768115942
"269",1,1955,5963,15,233,213,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1200,1,0,0,0,0,0,0,0,0,1,0,24,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0.673210161662818
"80",1,1920,534,19,276,246,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,600,0,1,0,0,0,0,0,0,0,0,0,12,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.813333333333333
"149",1,2003,900,16,367,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,240,0,0,0,0,1,0,0,0,0,1,0,24,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.93730407523511
"96",1,1980,450,15,38,23,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,27000,0,1,0,0,0,0,0,0,0,1,0,3,1,0,0,17,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6
"226",1,1963,540,20,301,365,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,15000,0,0,0,1,0,0,0,0,0,1,0,24,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0.403225806451613
"66",1,1905,121,16,594,545,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,0,0,1,0,0,0,0,0,0,0,0,24,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0.820224719101124
"418",1,1985,12000,19,494,443,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,4000,0,0,0,0,1,0,0,0,0,0,0,24,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"474",1,1899,2000,15,497,379,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,75,1,0,0,0,0,0,0,0,0,1,0,24,0,0,0,14,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0.4
"519",1,1920,30000,20,217,296,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,60,0,0,0,0,1,0,0,0,0,1,0,24,0,0,1,28,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0711631894827093
"219",1,1940,200,16,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,60,0,1,0,0,0,0,0,0,0,1,0,24,1,0,1,12,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0.270833333333333
"132",1,1954,500,21,348,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,45,0,0,0,0,0,0,0,0,0,1,0,24,1,0,0,38,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.330645161290323
"186",1,1979,500,19,268,237,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,20000,0,0,1,0,0,0,0,0,0,1,0,2,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0819672131147541
"307",1,1994,1786,16,508,433,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,30000,0,1,0,0,0,0,0,0,0,1,0,12,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0.0269179004037685
"204",1,1999,1426,19,503,447,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,3000,0,0,0,0,1,0,0,0,0,1,0,24,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0
"293",1,1930,508,13,68,310,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,30000,0,0,0,0,0,1,0,0,0,1,0,24,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0.222222222222222
